,product_name,form,brand_name,inactive_ingredients,gelatin_content,age,regular_price,unit_price,average_rating,review_count,product_url
135,Health and Vitality VitaPak,Capsules,GNC Mega Men,"Microcrystalline Cellulose,Stearic Acid,Less than 2%: Caramel Color,Choline DL-Bitartrate,Corn Oil,Corn Starch,Croscarmellose Sodium,Glucose Syrup,Gum Arabic,Hydroxypropyl Methylcellulose,Hydroxypropylcellulose,Magnesium Carbonate,Magnesium Stearate,Maltodextrin,Medium Chain Triglycerides,Modified Starch,Natural Vanilla Flavor,Polyethylene Glycol,Polyvinyl Alcohol,Silicon Dioxide,Sodium Ascorbate,Stevia Leaf Extract,Sugar,Talc,Titanium Dioxide (Mineral Whitener),Tocopherols,Tricalcium Phosphate,Fish Oil,Gelatin,Glycerin,Purified Water,Natural Lemon Flavor,Mixed Tocopherols,Soybean Oil,Calcium Carbonate,Microcrystalline Cellulose,Less than 2%: Croscarmellose Sodium,Magnesium Stearate,Maltodextrin,Polyethylene Glycol,Polysorbate 80,Polyvinyl Alcohol,Silicon Dioxide,Stearic Acid,Talc,Calcium Carbonate,Microcrystalline Cellulose,Maltodextrin,Less than 2%: Croscarmellose Sodium,Magnesium Stearate,Polyethylene Glycol,Polyvinyl Alcohol,Silicon Dioxide,Stearic Acid,Talc,Titanium Dioxide (Mineral Whitener)",Yes,Adult,29.99,1.0,0.0,,https://www.walgreens.com/store/c/gnc-mega-men-health-and-vitality-vitapak/ID=300432512-product
136,Women's Complete Multivitamin,Tablets,One A Day,"Calcium Carbonate,Microcrystalline Cellulose,Ascorbic Acid,Magnesium Oxide,Ferrous Fumarate,dl-Alpha-Tocopherol Acetate,Niacinamide,Gelatin,Maltodextrin,Less than 2% of:Biotin ,Cholecalciferol ,Color ,Copper Sulfate ,Corn Starch ,Croscarmellose Sodi",Yes,Adult,17.99,0.09,0.0,,https://www.walgreens.com/store/c/one-a-day-women's-complete-multivitamin/ID=300428559-product
137,Black Elderberry Gummies,Gummies,Walgreens,"Glucose Syrup,Sugar,Dextrose,Contains 2% or less of Starch Acetate,Pectin,Citric Acid,Sodium Citrate,Colors AddedFruit and Vegetable Juice Concentrate ,Caramel,Natural Elderberry Flavor,Sucrose Fatty Acid Esters,Palm Oil,Carnauba Wax",No,Adult,11.99,0.4,0.0,,https://www.walgreens.com/store/c/walgreens-black-elderberry-gummies/ID=300433966-product
138,Women's Energy Multi-Vitamin Tablets,Tablets,Alive!,"Cellulose,Sodium Croscarmellose,Gelatin,Stearic Acid,Hydroxypropyl Cellulose,Magnesium Stearate,Hypromellose,Polydextrose,Titanium Dioxide Color,Silica,Medium Chain Triglycerides,Carmine Color",Yes,Adult,11.99,0.24,4.5,128.0,https://www.walgreens.com/store/c/alive!-women's-energy-multi-vitamin-tablets/ID=300417570-product
139,Women's 50+ Complete Multi-Vitamin Tablets,Tablets,Alive!,"Cellulose,Sodium Croscarmellose,Gelatin,Stearic Acid,Hydroxypropyl Cellulose,Magnesium Stearate,Hypromellose,Polydextrose,Titanium Dioxide Color,Silica,Medium Chain Triglycerides,Carmine Color",Yes,Adult,11.99,0.24,4.5,72.0,https://www.walgreens.com/store/c/alive!-women's-50--complete-multi-vitamin-tablets/ID=300417571-product
140,Prenatal Multi + DHA Softgels,Others,Nature Made,"Gelatin,Glycerin,Rapeseed Lecithin,Soybean Oil,Water,Dibasic Calcium Phosphate,Yellow Beeswax,Tocopherols,Resin,Ascorbyl Palmitate",Yes,Expectant Mother,21.99,0.73,3.5,10.0,https://www.walgreens.com/store/c/nature-made-prenatal-multi---dha-softgels/ID=300407291-product
141,Men's Daily Testosterone Multivitamin,Others,Nugenix,,Yes,Adult,39.99,0.67,5.0,1.0,https://www.walgreens.com/store/c/nugenix-men's-daily-testosterone-multivitamin/ID=300429202-product
142,"Prenatal 1 Multivitamin, Softgels",Softgel,One A Day,"Calcium Carbonate,Omega-3 Fish Oil,Gelatin,Glycerin,Magnesium Oxide,Yellow Beeswax,Ascorbic Acid,d-Alpha Tocopherol,Less than 2% of: Beta-Carotene,Biotin,Carbonyl Iron,Color (Annatto Extract (seed)),Cupric Oxide,Cyanocobalamin,D-Calcium Pantothenate,Folic Acid,Niacinamide,Potassium Iodide,Purified Water,Pyridoxine Hydrochloride,Retinyl Palmitate,Riboflavin,Soy Lecithin,Thiamine Mononitrate,Vitamin D3 (Cholecalciferol),Zinc Oxide",Yes,Adult,19.99,0.67,4.5,486.0,"https://www.walgreens.com/store/c/one-a-day-prenatal-1-multivitamin,-softgels/ID=prod6225036-product"
143,Areds 2 Multi-Vitamins,Others,PreserVision,"Ascorbic Acid,Medium Chain Triglycerides,Gelatin,Di-Alpha Tocopheryl Acetate,Glycerin,Magnesium Oxide,Zinc Oxide,Yellow Beeswax,Niacinamide,Calcium Pantothenate,Soy Lecithin,Lutein from Marigold Flower Extract,Manganese Sulfate Monohydrate,Titanium Dioxide,Thiamine Mononitrate,Pyridoxine Hydrochloride,Sodium Copper Chlorophyllin,Cupric Oxide,Riboflavin,Zeaxanthin from Paprika Fruit Extract (May Be Sourced from Marigold Flower),Folic Acid,Chromium Chloride,Potassium Iodide,Sodium Molybdate,Biotin,Cyanocobalamin,Cholecalciferol,Phytonadione,Sodium Selenate",Yes,Others,39.99,0.4,4.5,183.0,https://www.walgreens.com/store/c/preservision-areds-2-multi-vitamins/ID=prod6332000-product
144,Organic Super Greens Powder with Superfoods & Multivitamins Unflavored,Powder,Purely Inspired,"Rebaudioside A (Organic Stevia Leaf Extract),High Purity Steviol Glycosides (Organic Stevia Leaf Extract),Organic Maltodextrin,Organic Sunflower Lecithin,Organic Corn Starch,Silicon Dioxide",No,Others,19.99,9999999.0,4.0,43.0,https://www.walgreens.com/store/c/purely-inspired-organic-super-greens-powder-with-superfoods-%26-multivitamins-unflavored/ID=prod6341377-product
145,Multivitamin Tablets with Iron,Tablets,Nature Made,"Cellulose Gel,Modified Food Starch,Maltodextrin,Croscarmellose Sodium,Hypromellose,Silicon Dioxide,Magnesium Stearate,Gelatin,Polyethylene Glycol",Yes,Adult,10.99,0.08,4.5,118.0,https://www.walgreens.com/store/c/nature-made-multivitamin-tablets-with-iron/ID=prod3950629-product
146,Multivitamin For Her Softgels,Gels,Nature Made,"Soybean Oil,Gelatin,Glycerin,Dibasic Calcium Phosphate,Rapeseed Lecithin,Yellow Beeswax,Water,Color Added,Yellow 6,Red 40,Blue 1",Yes,Adult,12.89,0.21,4.5,81.0,https://www.walgreens.com/store/c/nature-made-multivitamin-for-her-softgels/ID=prod6231986-product
147,Lutein Softgels 40 mg,Softgel,Nature's Bounty,"Safflower Oil,Gelatin,Vegetable Glycerin,Yellow Beeswax",Yes,Adult,21.79,0.73,4.5,47.0,https://www.walgreens.com/store/c/nature's-bounty-lutein-softgels-40-mg/ID=prod1462529-product
148,Adults 50+ Multivitamin,Tablets,Centrum Silver,"Calcium Carbonate,Potassium Chloride,Dibasic Calcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),DL-alpha Tocopheryl Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains less than 2% of:Beta-Carotene ,BHT (to preserve freshness) ,Biotin ,Blue 2 Lake ,Calcium Pantoth",No,Adult,10.51,0.13,4.5,237.0,https://www.walgreens.com/store/c/centrum-silver-adults-50--multivitamin/ID=300417436-product
149,Liquid B-Vitamins and Iron for Energy Support,Liquid,Geritol,"Invert Sugar,Purified Water,Alcohol 12%,Brewer's Yeast,Ferric Ammonium Citrate,Caramel Color,Choline Bitartrate,Niacinamide,Citric Acid,dl-Methionine,Thiamine HCl,Riboflavin,d-Panthenol,Flavors,Benzoic Acid,Sodium Hydroxide,Pyridoxine HCl,Contains: Soy",No,Adult,11.99,1.0,4.5,288.0,https://www.walgreens.com/store/c/geritol-liquid-b-vitamins-and-iron-for-energy-support/ID=prod6112604-product
150,Multivitamin Nutrition Support Tablets,Tablets,Geritol,"Microcrystalline Cellulose,Gelatin,Stearic Acid,Crospovidone,Dicalcium Phosphate,Sucrose,Hypromellose,Starch,Polydextrose,High Silicon Yeast,FD&C Red #40 Lake,Talc,Silica,Magnesium Stearate,Mannitol,Triglycerides,Tocopherols,Polyethylene Glycol,Mineral Oil,Sodium Ascorbate,Titanium Dioxide,Tricalcium Phosphate,FD&C Blue #2 Lake,Sodium Benzoate,Sorbic Acid,Ascorbyl Palmitate,Carnauba Wax",Yes,Adult,13.49,0.13,4.5,178.0,https://www.walgreens.com/store/c/geritol-multivitamin-nutrition-support-tablets/ID=prod6144808-product
151,Daily Maximin Pack Dietary Supplement,Powder,Nature Made,"Cellulose Gel,Gelatin,Hypromellose,Maltodextrin,Modified Food Starch,Croscarmellose Sodium,Glycerin,Magnesium Stearate,Stearic Acid,Polyethylene Glycol",Yes,Adult,25.99,0.14,4.5,86.0,https://www.walgreens.com/store/c/nature-made-daily-maximin-pack-dietary-supplement/ID=prod3465-product
152,"Multivitamin + Omega-3 Gummies Strawberry, Lemon & Orange",Gummies,Nature Made,"Glucose Syrup,Sugar,Water,Gelatin,Citric Acid,Pectin,Natural Flavors,Lactic Acid,Calcium Lactate,Colors Added (Including Carmine),Tocopherols.",Yes,Others,18.99,0.24,4.5,59.0,"https://www.walgreens.com/store/c/nature-made-multivitamin---omega-3-gummies-strawberry,-lemon-%26-orange/ID=prod6358206-product"
153,"Women's Petites, Multivitamin Tablets",Tablets,One A Day,"Calcium Carbonate,Microcrystalline Cellulose,Dicalcium Phosphate,Ascorbic Acid,Ferrous Fumarate,Maltodextrin,Biotin,Cholecalciferol,Chromium Chloride,Croscarmellose Sodium,Cupric Oxide,Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha-Tocopheryl Acetate,FD&C Blue #2 Aluminum Lake,FD&CYellow #5 (tartrazine) Aluminum Lake,FD&C Yellow #6 Aluminum Lake,Folic Acid,Gelatin,Hydroxypropyl Methylcellulose,Magnesium Oxide,Manganese Sulfate,Niacinamide,Phytonadione,Polyethylene Glycol,Potassium Iodide,Pyridoxine Hydrochloride,Riboflavin,Silicon Dioxide,Sodium Selenite,Stearic Acid,Thiamine Mononitrate,Titanium Dioxide (color),Vitamin A Acetate,Zinc Oxide,Beta-Carotene",Yes,Adult,11.49,0.07,4.5,403.0,"https://www.walgreens.com/store/c/one-a-day-women's-petites,-multivitamin-tablets/ID=prod6063897-product"
154,Daily Diabetes Health Pack,Others,Nature Made,"Cellulose Gel,Gelatin,Glycerin,Lactose,Modified Food Starch,Croscarmellose Sodium,Hypromellose,Water,Magnesium Stearate,Stearic Acid,Ethylcellulose,Color Added,Polyethylene Glycol,Tocopherols,Triethyl Citrate,Polysorbate 80",Yes,Others,23.99,0.8,4.5,81.0,https://www.walgreens.com/store/c/nature-made-daily-diabetes-health-pack/ID=prod381795-product
155,"Tiny Tabs, Multivitamin Tablets",Tablets,New Chapter,"Pb Vitamin C (Granulated),Pb Vitamin D,Pb Vitamin E (Acetate),Pb Vitamin K1,Vitamin K2,Pb Vitamin B1,Pb Vitamin B2,Pb Vitamin B3,Pb Vitamin B6,Pb Folic Acid,Pb Vitamin B12,Pb Vitamin B7,Pb Pantothenic Acid,Lithothamnion Calcareum Powder,Pb Magnesium,Pb Iron,Pb Iodide,Pb Zinc,Pb Selenium,Pb Copper,Pb Manganese,Pb Chromium,Pb Molybdenum,Pb Beta-Carotene,Gum Acacia Organic,Silica,Orange Shellac Lac Resin,Carnauba Wax",No,Adult,26.97,0.14,4.5,24.0,"https://www.walgreens.com/store/c/new-chapter-tiny-tabs,-multivitamin-tablets/ID=prod6329468-product"
156,50+ Mini-Tablets Multivitamin,Tablets,Rainbow Light,"Microcrystalline cellulose,croscarmellose sodium,silica,coatingdextrin ,dextrose ,soy lecithin ,sodium carboxymethyl cellulose ,sodium citrate",No,Senior,25.99,0.29,4.5,48.0,https://www.walgreens.com/store/c/rainbow-light-50--mini-tablets-multivitamin/ID=prod6147168-product
157,Alive! Men's 50+ Multi-Vitamin Gummies Fruit,Gummies,Nature's Way,"glucose syrup,sugar,purified water,pectin,citric acid,sodium citrate,natural flavors,vegetable and fruit juice color,coconut oil,carnauba wax",No,Adult,12.99,0.22,4.5,149.0,https://www.walgreens.com/store/c/nature's-way-alive!-men's-50--multi-vitamin-gummies-fruit/ID=prod6244345-product
158,Alive! Men's Gummy Multivitamin Fruit,Gummies,Nature's Way,"glucose syrup,sugar,purified water,pectin,sodium citrate,citric acid,natural flavors,vegetable and fruit juice color,coconut oil,carnauba wax",No,Adult,12.99,0.22,4.5,122.0,https://www.walgreens.com/store/c/nature's-way-alive!-men's-gummy-multivitamin-fruit/ID=prod6198843-product
159,"Every Woman's One Daily, Multivitamin",Tablets,New Chapter,"Organic coating/binderorganic maltodextrin ,organic gum acacia ,organic sunflower lecithin ,organic pa,ferment mediaorganic soy flour ,organic Saccharomyces cerevisiae ,organic orange peel powder,silica,organic fiber blendorganic rice flour ,organic oat fiber and organic sunflower lecithin,sodium alginate,pea starch,organic gum acacia",No,Adult,14.97,0.62,4.5,99.0,"https://www.walgreens.com/store/c/new-chapter-every-woman's-one-daily,-multivitamin/ID=prod6330567-product"
160,"Every Man's One Daily Multivitamin, Tablets",Tablets,New Chapter,"Also Contains:Fermented Soy.,Organic Gum Acacia,Silica,Lac Resin,Carnauba Wax,May also contain:Organic Media that may contain :,LithothamnionL. Calcareum and L. Carallioides,SoyOrganic Milled,Saccharomyces Cerevisia Cell ExtractOrganic Yeast : Active and Inactive,Organic Maltodextrin,Gum AcaciaOrganic,Organic Orange& Lemon Peel,BioflavanoidsNatural Sources Of :,Organic Carrot Powder,Organic AlfalfaPowder,Lactobaccillus AcidophilusL. Bifidus, L. Rhamnosus & Enz. Deactiv.",No,Adult,14.97,0.62,4.5,34.0,"https://www.walgreens.com/store/c/new-chapter-every-man's-one-daily-multivitamin,-tablets/ID=prod6330573-product"
161,Minis Women 50+ Multivitamin Tablets,Tablets,Centrum,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,Microcrystalline Cellulose,Maltodextrin,DL-alpha Tocopheryl Acetate (Vit. E),Contains Less Than 2% of: Beta-Carotene,Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Ferrous Fumarate,Folic Acid,Hypromellose,Lutein,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Vitamin A Acetate,Zinc Oxide.",No,Adult,13.9,0.09,5.0,1.0,https://www.walgreens.com/store/c/centrum-minis-women-50--multivitamin-tablets/ID=300428529-product
162,Saw Palmetto 450 mg,Capsules,Walgreens,Gelatin,Yes,Adult,19.99,0.08,5.0,1.0,https://www.walgreens.com/store/c/walgreens-saw-palmetto-450-mg/ID=300428007-product
163,Silver Multivitamin for Women 50+,Tablets,Centrum,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Ascorbic Acid (Vit,C),Dibasic Calcium Phosphate,Microcrystalline Cellulose,Maltodextrin,DL-alpha Tocopheryl Acetate (Vit,E),Modified Corn Starch,Contains less than 2% of:Beta-Carotene ,BHT (to preserve freshness) ,Biotin ,Blue 2 Lake ,Calcium Pantoth",No,Adult,11.3,0.17,4.5,241.0,https://www.walgreens.com/store/c/centrum-silver-multivitamin-for-women-50-/ID=300417441-product
164,Alive! Women's 50+ Multi-Vitamin Gummies,Gummies,Nature's Way,"Sugar,Glucose Syrup,Purified Water,Pectin,Citric Acid,Sodium Citrate,Natural Flavors,Vegetable And Fruit Juice Colors,Coconut Oil,Carnauba Wax",No,Senior,17.99,0.14,4.5,154.0,https://www.walgreens.com/store/c/nature's-way-alive!-women's-50--multi-vitamin-gummies/ID=300425091-product
165,Cranberry Gummies Cranberry-Raspberry,Gummies,Nature's Bounty,"Corn Syrup,Sugar,Gelatin,Contains Less Than 2% of: Citric Acid,Natural Flavor,Pectin,Vegetable Oil (Palm) (Contains Carnauba Wax).",Yes,Adult,19.99,0.13,4.5,103.0,https://www.walgreens.com/store/c/nature's-bounty-cranberry-gummies-cranberry-raspberry/ID=300425519-product
166,Melatonin Sleep Gummies Pomegranate Berry,Gummies,hims & hers,"Corn Syrup,Beet Sugar,Water,Beef Gelatin,OrangeJuice Concentrate,Natural Flavor,Citric Acid,Colors (from fruits and vegetables),Pectin (derived from fruits),Lactic Acid",Yes,Others,14.99,0.17,4.5,93.0,https://www.walgreens.com/store/c/hims-%26-hers-melatonin-sleep-gummies-pomegranate-berry/ID=300421337-product
167,"Multi for Him Gummies, Value Size",Gummies,Nature Made,"Glucose Syrup,Sugar,Water,Gelatin,Pectin,Citric Acid,Colors Added (Including Carmine),Palm Oil,Natural Flavors,Carnauba Wax,Tocopherols",Yes,Adult,20.99,0.14,4.5,87.0,"https://www.walgreens.com/store/c/nature-made-multi-for-him-gummies,-value-size/ID=300425530-product"
168,Multigummies Multivitamin For Men 50 Plus Assorted Fruit,Gummies,Centrum,"Glucose Syrup,Sugar,Water,Tribasic Calcium Phosphate,Ascorbic Acid (Vit. C),Contains Less Than 2% of: Annatto Seed Extract (color),Biotin,Calcium Pantothenate,Carnauba Wax,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Turmeric (color),Vitamin A Acetate,Zinc Sulfate",No,Adult,13.99,0.17,4.5,87.0,https://www.walgreens.com/store/c/centrum-multigummies-multivitamin-for-men-50-plus-assorted-fruit/ID=300417611-product
169,My Kind Organics Women Multivitamin,Tablets,Garden of Life,,Yes,Adult,24.99,0.77,4.5,42.0,https://www.walgreens.com/store/c/garden-of-life-my-kind-organics-women-multivitamin/ID=prod6377702-product
170,"Men's Mutivitamin Gummies Strawberry, Blackberry, Raspberry",Gummies,Walgreens,"Sugar,Glucose Syrup,Gelatin,Purified Water,Contains less than 2% of annatto seed extract (color),ascorbic acid,BHT,biotin,black/purple carrot juice concentrate (color),boron citrate,cholecalciferol,chromium picolinate,citric acid,cyanocobalamin,D-calcium pantothenate,dl-alpha tocopheryl acetate,folic acid,natural flavorsblackberry ,raspberry ,strawberry,pectin,potassium iodide,pyridoxine hydrochloride,retinyl palmitate,sodium ascorbate,sodium molybdate,zinc amino acid chelate",Yes,Adult,13.99,0.09,4.5,3.0,"https://www.walgreens.com/store/c/walgreens-men's-mutivitamin-gummies-strawberry,-blackberry,-raspberry/ID=300424095-product"
171,Multi Vitamin & Mineral Liquid Orange/ Mango,Liquid,ChildLife,"Purified Water,Fructose,Natural Flavors,Citric Acid,Xanthan Gum,Potassium Sorbate (to preserve freshness),Grapefruit Seed Extract",No,Child,13.56,1.7,4.0,12.0,https://www.walgreens.com/store/c/childlife-multi-vitamin-%26-mineral-liquid-orange/mango/ID=prod6142494-product
172,One Per Day Inflammatory Response,Capsules,Osteo Bi-Flex,"Vegetable Cellulose,Contains Less Than 2% of: SilicaVegetable Magnesium Stearate",No,Adult,29.99,1.0,4.0,5.0,https://www.walgreens.com/store/c/osteo-bi-flex-one-per-day-inflammatory-response/ID=300425522-product
173,Zinc Gummies,Gummies,Walgreens,"Organic Tapioca Syrup,Organic Sugar,Organic Pea Starch,Organic Lemon Juice Concentrate,Organic Flavors,Organic Sunflower Oil,Organic Monk Fruit Extract,Color Added (Organic Black Carrot Juice Concentrate),Organic Carnauba Wax",No,Adult,7.79,0.13,3.5,16.0,https://www.walgreens.com/store/c/walgreens-zinc-gummies/ID=300417558-product
174,Women's Complete Multivitamin Tablets,Tablets,One A Day,"Calcium Carbonate,Microcrystalline Cellulose,Ascorbic Acid,Maltodextrin,Ferrous Fumarate,Less than 2% of: Beta-Carotene,Biotin,Cholecalciferol,Chromium Chloride,Copper Sulfate,Croscarmellose Sodium,Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha-Tocopheryl Acetate,Folic Acid,Gelatin,Hydroxypropyl Methylcellulose,Inulin,Manganese Sulfate,Medium Chain Triglycerides,Niacinamide,Phylloquinone,Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride,Riboflavin,Silicon Dioxide,Sodium Selenite,Stearic Acid,Talc,Thiamine Mononitrate,Triacetin,Vitamin A Acetate,Zinc Oxide",Yes,Adult,21.99,0.11,4.0,1683.0,https://www.walgreens.com/store/c/one-a-day-women's-complete-multivitamin-tablets/ID=prod360237-product
175,Multivitamin For Him Tablets with No Iron,Tablets,Nature Made,"Cellulose Gel,Modified Food Starch,Maltodextrin,Croscarmellose Sodium,Hypromellose,Magnesium Stearate,Silicon Dioxide,Gelatin,Polyethylene Glycol",Yes,Adult,13.99,0.16,4.5,77.0,https://www.walgreens.com/store/c/nature-made-multivitamin-for-him-tablets-with-no-iron/ID=prod360161-product
176,Women's Gummy Vitamins,Gummies,Vitafusion,"Glucose syrup,sugar,water,gelatin,less than 2% of: blend of oilscoconut and/or palm ,with beeswax and/or carnauba wax,citric acid,colorsblueberry and carrot concentrates ,lycopene,lactic acid,natural flavors,and pectin,Contains: tree nuts (coconut).",No,Adult,8.22,0.12,4.5,839.0,https://www.walgreens.com/store/c/vitafusion-women's-gummy-vitamins/ID=prod6152966-product
177,Women's Menopause Formula Multivitamin,Tablets,One A Day,"Calcium Carbonate,Powdered Soybean Isoflavones Extract,Microcrystalline Cellulose,Magnesium Oxide,Ascorbic Acid,Maltodextrin,Dicalcium Phosphate,dl-AIpha-Tocopheryl Acetate,Less than 2% of:Beta-Carotene ,Biotin ,Cholecalciferol ,Chromium Chloride ,Croscarmellose Sodium",No,Adult,23.99,0.48,4.5,79.0,https://www.walgreens.com/store/c/one-a-day-women's-menopause-formula-multivitamin/ID=prod6083368-product
178,Men's Gummy Vitamins,Gummies,Vitafusion,"Glucose syrup,sugar,water,gelatin,less than 2% of: citric acid,colorsblueberry and carrot concentrates ,purple carrot juice concentrate,fumaric acid,lactic acid,natural flavors,and pectin",No,Adult,9.29,0.13,4.5,393.0,https://www.walgreens.com/store/c/vitafusion-men's-gummy-vitamins/ID=prod6152968-product
179,"Every Woman's One Daily 55+, Multivitamin for Women",Tablets,New Chapter,"Ferment media(organic soy flour ,organic Saccharomyces cerevisiae ,organic orange peel powder,organic gum acacia,silica,lac resin and carnauba wax.",No,Adult,60.86,0.85,4.5,135.0,"https://www.walgreens.com/store/c/new-chapter-every-woman's-one-daily-55-,-multivitamin-for-women/ID=prod6388298-product"
180,High Potency D3 & K2 Complex,Others,Irwin Naturals,"Gelatin,purified water,glycerin,Medium Chain Triglyceride (MCT) Oil,beeswax,St. John's bread (carob) (color),soy lecithin,maltodextrin,titanium dioxide (color),and carboxymethyl cellulose",Yes,Others,14.99,0.25,4.5,32.0,https://www.walgreens.com/store/c/irwin-naturals-high-potency-d3-%26-k2-complex/ID=prod6388011-product
